year,type_of_violence,conflict_name,dyad_name,side_a,side_b,latitude,longitude,best
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.883333,20.866667,3
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,0
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,45.491667,15.55,3
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.883333,20.866667,2
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.915278,21.258889,5
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.883333,20.866667,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,43.891389,20.349722,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.883333,20.866667,2
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.883333,20.866667,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.415556,20.229722,3
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.58,20.0742,2
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,43.726111,16.5,2
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.75,20.925278,3
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.308333,18.410556,1
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,42.650556,18.091389,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.536111,20.398056,3
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.537778,20.291111,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.380278,20.430833,5
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.641389,20.753611,0
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,42.650556,18.091389,6
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.200556,21.251389,1
1991,2,"Republic of Croatia - SAO Eastern Slavonia, Baranja and Western Symria","Republic of Croatia - SAO Eastern Slavonia, Baranja and Western Symria",Republic of Croatia,"SAO Eastern Slavonia, Baranja and Western Symria",45.551111,18.693889,1
1992,2,Republic of Croatia - Serbian Republic of Krajina,Republic of Croatia - Serbian Republic of Krajina,Republic of Croatia,Serbian Republic of Krajina,45.699167,18.576944,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.491667,15.55,34
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.25,20.833333,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.621667,20.577778,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,44.043889,16.2,3
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,44.043889,16.2,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.231667,16.539167,6
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.454444,20.238333,4
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,43.810556,15.8725,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.665,20.770556,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.698333,20.898333,0
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.258333,17.201667,7
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.399444,20.654722,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.310833,20.4775,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.597778,20.291389,1
1991,1,Serbia (Yugoslavia):Slovenia,Government of Serbia (Yugoslavia) - Republic of Slovenia,Government of Serbia (Yugoslavia),Republic of Slovenia,46.055278,14.514444,5
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.482222,20.745833,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.821944,21.168611,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.821944,21.168611,2
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.482222,20.745833,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.482222,20.745833,2
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.686944,21.070278,2
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.551389,20.835278,3
1992,2,Republic of Croatia - Serbian Republic of Krajina,Republic of Croatia - Serbian Republic of Krajina,Republic of Croatia,Serbian Republic of Krajina,45.551111,18.693889,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.910556,21.193056,0
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.47,16.980833,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.213333,20.578056,8
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.716667,20.389167,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.746667,20.788611,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.309722,21.012222,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.358611,20.825,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.357222,20.073056,5
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.357222,20.073056,3
1991,1,Serbia (Yugoslavia):Slovenia,Government of Serbia (Yugoslavia) - Republic of Slovenia,Government of Serbia (Yugoslavia),Republic of Slovenia,45.904167,15.021667,7
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.357222,20.073056,5
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.357222,20.073056,2
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.357222,20.073056,4
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.357222,20.073056,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,43.324722,21.903333,9
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.780833,20.4875,4
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.454444,20.238333,5
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.454444,20.238333,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.4375,20.2136,0
1999,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.359112,20.590057,65
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.748225,20.398144,0
1991,1,Serbia (Yugoslavia):Slovenia,Government of Serbia (Yugoslavia) - Republic of Slovenia,Government of Serbia (Yugoslavia),Republic of Slovenia,45.9,15.366667,2
1991,1,Serbia (Yugoslavia):Slovenia,Government of Serbia (Yugoslavia) - Republic of Slovenia,Government of Serbia (Yugoslavia),Republic of Slovenia,45.903333,15.591111,5
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.456944,20.726667,1
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,45.316667,16.0,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.817222,20.866667,1
1991,2,"Republic of Croatia - SAO Eastern Slavonia, Baranja and Western Symria","Republic of Croatia - SAO Eastern Slavonia, Baranja and Western Symria",Republic of Croatia,"SAO Eastern Slavonia, Baranja and Western Symria",45.343333,18.999722,3
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.161944,20.702778,7
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.454444,20.238333,19
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.177778,20.930833,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.260833,20.571667,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.400278,20.371389,73
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.15,21.296667,1
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,45.293056,15.972222,2
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.823056,20.9675,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.504444,21.878889,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,2
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.365,21.093889,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,44.805556,20.424167,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,44.805556,20.424167,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,43.324722,21.903333,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,43.324722,21.903333,14
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.380278,20.430833,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,2
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,43.324722,21.903333,2
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,43.324722,21.903333,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,43.324722,21.903333,2
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.255,17.383056,7
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.255,17.383056,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.338056,20.642222,4
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.991667,20.929167,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,5
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,0
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.255,17.383056,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,45.251667,19.836944,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,43.136667,20.512222,11
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,45.251667,19.836944,0
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.340556,16.976944,8
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.770556,20.404444,0
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.340556,16.976944,2
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,44.200556,15.682222,2
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.258333,17.201667,5
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,45.258333,17.201667,1
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.194722,17.215833,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.399444,20.654722,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.817778,21.343333,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.889722,21.236667,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.211667,20.529167,3
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,14
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.889722,21.236667,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.399444,20.654722,36
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,2
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.399444,20.654722,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,43.213056,21.818889,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,6
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,7
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.809444,20.873333,0
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,2
1991,2,"Republic of Croatia - SAO Eastern Slavonia, Baranja and Western Symria","Republic of Croatia - SAO Eastern Slavonia, Baranja and Western Symria",Republic of Croatia,"SAO Eastern Slavonia, Baranja and Western Symria",45.551111,18.693889,7
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,16
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,9
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,6
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,4
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,44.119722,15.242222,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,3
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,1
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,5
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,1
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,3
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,44.728333,20.319167,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.436389,17.188889,45
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.66,20.292222,6
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,46.1,19.666667,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.329444,20.579722,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.656667,20.361111,0
1998,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.358611,20.825,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,43.149444,21.306944,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.496111,21.856667,2
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.66,20.292222,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.910556,21.193056,1
1992,2,Republic of Croatia - Serbian Republic of Krajina,Republic of Croatia - Serbian Republic of Krajina,Republic of Croatia,Serbian Republic of Krajina,44.649444,15.383333,5
